,PMCID,Class_mean
80193,['3983059'],Irrelevant
80194,['6291160'],Irrelevant
80195,['5812536'],Irrelevant
80196,['5083869'],Irrelevant
80197,['5742845'],Irrelevant
80198,['8171000'],Irrelevant
80199,['7665936'],Irrelevant
80200,['6272063'],Irrelevant
80201,['7407364'],Irrelevant
80202,['4689369'],Irrelevant
80203,['6240055'],Irrelevant
80204,['4070603'],Irrelevant
80205,['8461380'],Irrelevant
80206,['7290046'],Irrelevant
80207,['6827021'],Irrelevant
80208,['7715444'],Irrelevant
80209,['4691064'],Irrelevant
80210,['8458070'],Irrelevant
80211,['6631199'],Irrelevant
80212,['6972773'],Irrelevant
80213,['5269682'],Irrelevant
80214,['4742105'],Irrelevant
80215,['6815576'],Irrelevant
80216,['6444072'],Irrelevant
80217,['7980729'],Irrelevant
80218,['7732397'],Irrelevant
80219,['8289884'],Irrelevant
80220,['7458417'],Irrelevant
80221,['5735905'],Irrelevant
80222,['3991831'],Irrelevant
80223,['8348981'],Irrelevant
80224,['7129102'],Irrelevant
80225,['6244294'],Irrelevant
80226,['6823486'],Irrelevant
80227,['8007621'],Irrelevant
80228,['7408552'],Irrelevant
80229,['4850707'],Irrelevant
80230,['2959061'],Irrelevant
80231,['7690692'],Irrelevant
80232,['7716628'],Irrelevant
80233,['6995223'],Irrelevant
80234,['7913558'],Irrelevant
80235,['4684595'],Irrelevant
80236,['6017288'],Irrelevant
80237,['5571534'],Irrelevant
80238,['5080753'],Irrelevant
80239,['5704090'],Irrelevant
80240,['8268915'],Irrelevant
80241,['6567931'],Irrelevant
80242,['4992545'],Irrelevant
80243,['6517427'],Irrelevant
80244,['3053452'],Irrelevant
80245,['2631739'],Irrelevant
80246,['7383673'],Irrelevant
80247,['7912304'],Irrelevant
80248,['7359837'],Irrelevant
80249,['2360698'],Irrelevant
80250,['3302781'],Irrelevant
80251,['3371518'],Irrelevant
80252,['7152693'],Irrelevant
80253,['7464575'],Irrelevant
80254,['3038945'],Irrelevant
80255,['7150142'],Irrelevant
80256,['5556115'],Irrelevant
80257,['3144011'],Irrelevant
80258,['4140755'],Irrelevant
80259,['7597987'],Irrelevant
80260,['6118373'],Irrelevant
80261,['6356675'],Irrelevant
80262,['6121682'],Irrelevant
80263,['6504789'],Irrelevant
80264,['6766585'],Irrelevant
80265,['6617386'],Irrelevant
80266,['3790737'],Irrelevant
80267,['7587596'],Irrelevant
80268,['6966505'],Irrelevant
80269,['6013579'],Irrelevant
80270,['7122083'],Irrelevant
80271,['4738727'],Irrelevant
80272,['6162427'],Irrelevant
80273,['5451422'],Irrelevant
80274,['2882328'],Irrelevant
80275,['4783402'],Irrelevant
80276,['6443907'],Irrelevant
80277,['6836137'],Irrelevant
80278,['4633026'],Irrelevant
80279,['7814123'],Irrelevant
80280,['5515890'],Irrelevant
80281,['6797179'],Irrelevant
80282,['5826183'],Irrelevant
80283,['7084460'],Irrelevant
80284,['7485811'],Irrelevant
80285,['7002474'],Irrelevant
80286,['4791268'],Irrelevant
80287,['7927818'],Irrelevant
80288,['6290813'],Irrelevant
80289,['7321784'],Irrelevant
80290,['7979348'],Irrelevant
80291,['3728369'],Irrelevant
80292,['6054610'],Irrelevant
80293,['4367914'],Irrelevant
80294,['7503036'],Irrelevant
80295,['5629331'],Irrelevant
80296,['7121493'],Irrelevant
80297,['5434857'],Irrelevant
80298,['6345943'],Irrelevant
80299,['8510327'],Irrelevant
80300,['5737690'],Irrelevant
80301,['7468818'],Irrelevant
80302,['7070385'],Irrelevant
80303,['5234851'],Irrelevant
80304,['6923934'],Irrelevant
80305,['8385964'],Irrelevant
80306,['5390571'],Irrelevant
80307,['7273826'],Irrelevant
80308,['6652091'],Irrelevant
80309,['8511958'],Irrelevant
80310,['7153343'],Irrelevant
80311,['5996068'],Irrelevant
80312,['7662201'],Irrelevant
80313,['4649270'],Irrelevant
80314,['3407157'],Irrelevant
80315,['7922942'],Irrelevant
80316,['4732773'],Irrelevant
80317,['7150312'],Irrelevant
80318,['6669581'],Irrelevant
80319,['6962117'],Irrelevant
80320,['7878740'],Irrelevant
80321,['6323218'],Irrelevant
80322,['6045890'],Irrelevant
80323,['5103927'],Irrelevant
80324,['6174540'],Irrelevant
80325,['7215377'],Irrelevant
80326,['7600583'],Irrelevant
80327,['7148182'],Irrelevant
80328,['5511287'],Irrelevant
80329,['8498567'],Irrelevant
80330,['5596432'],Irrelevant
80331,['6099302'],Irrelevant
80332,['5634951'],Irrelevant
80333,['8385493'],Irrelevant
80334,['5607261'],Irrelevant
80335,['7866543'],Irrelevant
80336,['4929461'],Irrelevant
80337,['7141657'],Irrelevant
80338,['4462716'],Irrelevant
80339,['6337524'],Irrelevant
80340,['5501810'],Irrelevant
80341,['4584240'],Irrelevant
80342,['6874446'],Irrelevant
80343,['7336645'],Irrelevant
80344,['8270270'],Irrelevant
80345,['7551956'],Irrelevant
80346,['7360490'],Irrelevant
80347,['3371809'],Irrelevant
80348,['7962827'],Irrelevant
80349,['7465063'],Irrelevant
80350,['8434282'],Irrelevant
80351,['7868147'],Irrelevant
80352,['5831895'],Irrelevant
80353,['4530203'],Irrelevant
80354,['5517063'],Irrelevant
80355,['4816332'],Irrelevant
80356,['4093080'],Irrelevant
80357,['7083762'],Irrelevant
80358,['6148026'],Irrelevant
80359,['8027253'],Irrelevant
80360,['4014442'],Irrelevant
80361,['3978608'],Irrelevant
80362,['5999314'],Irrelevant
80363,['3873895'],Irrelevant
80364,['4516492'],Irrelevant
80365,['5735157'],Irrelevant
80366,['5133984'],Irrelevant
80367,['7547716'],Irrelevant
80368,['7544309'],Irrelevant
80369,['6533565'],Irrelevant
80370,['6626715'],Irrelevant
80371,['6821138'],Irrelevant
80372,['4148271'],Irrelevant
80373,['7502450'],Irrelevant
80374,['4206422'],Irrelevant
80375,['7657365'],Irrelevant
80376,['8325275'],Irrelevant
80377,['8047625'],Irrelevant
80378,['4479496'],Irrelevant
80379,['7048822'],Irrelevant
80380,['7274803'],Irrelevant
80381,['8325120'],Irrelevant
80382,['7167688'],Irrelevant
80383,['2570406'],Irrelevant
80384,['6753629'],Irrelevant
80385,['4281689'],Irrelevant
80386,['5059921'],Irrelevant
80387,['6266276'],Irrelevant
80388,['7998748'],Irrelevant
80389,['5784543'],Irrelevant
80390,['7282140'],Irrelevant
80391,['8298376'],Irrelevant
80392,['4826083'],Irrelevant
80393,['5781198'],Irrelevant
80394,['3877652'],Irrelevant
80395,['6115382'],Irrelevant
80396,['5944082'],Irrelevant
80397,['5266850'],Irrelevant
80398,['4484479'],Irrelevant
80399,['2924896'],Irrelevant
80400,['3184055'],Irrelevant
80401,['5681995'],Irrelevant
80402,['4686078'],Irrelevant
80403,['2134965'],Irrelevant
80404,['6558036'],Irrelevant
80405,['6937829'],Irrelevant
80406,['5859294'],Irrelevant
80407,['6296285'],Irrelevant
80408,['6240185'],Irrelevant
80409,['6261232'],Irrelevant
80410,['8116762'],Irrelevant
80411,['6099709'],Irrelevant
80412,['7802560'],Irrelevant
80413,['4501371'],Irrelevant
80414,['3407168'],Irrelevant
80415,['8002296'],Irrelevant
80416,['4760275'],Irrelevant
80417,['8132355'],Irrelevant
80418,['5868998'],Irrelevant
80419,['2140214'],Irrelevant
80420,['6805227'],Irrelevant
80421,['8468443'],Irrelevant
80422,['6773674'],Irrelevant
80423,['7443512'],Irrelevant
80424,['5632806'],Irrelevant
80425,['7023398'],Irrelevant
80426,['5179556'],Irrelevant
80427,['4161048'],Irrelevant
80428,['7281586'],Irrelevant
80429,['6825000'],Irrelevant
80430,['7184964'],Irrelevant
80431,['7321163'],Irrelevant
80432,['3136173'],Irrelevant
80433,['4915028'],Irrelevant
80434,['6267079'],Irrelevant
80435,['7423979'],Irrelevant
80436,['2267814'],Irrelevant
80437,['8091805'],Irrelevant
80438,['7598667'],Irrelevant
80439,['7241470'],Irrelevant
80440,['3035669'],Irrelevant
80441,['3771951'],Irrelevant
80442,['5003979'],Irrelevant
80443,['5466371'],Irrelevant
80444,['8024724'],Irrelevant
80445,['4722079'],Irrelevant
80446,['4416736'],Irrelevant
80447,['3666093'],Irrelevant
80448,['2653495'],Irrelevant
80449,['6097817'],Irrelevant
80450,['6382798'],Irrelevant
80451,['7672887'],Irrelevant
80452,['4265444'],Irrelevant
80453,['2171608'],Irrelevant
80454,['5511008'],Irrelevant
80455,['8496841'],Irrelevant
80456,['4200804'],Irrelevant
80457,['7070485'],Irrelevant
80458,['7602274'],Irrelevant
80459,['7792625'],Irrelevant
80460,['6173364'],Irrelevant
80461,['6692657'],Irrelevant
80462,['4346876'],Irrelevant
80463,['2858043'],Irrelevant
80464,['8227405'],Irrelevant
80465,['4857946'],Irrelevant
80466,['7570118'],Irrelevant
80467,['5456517'],Irrelevant
80468,['8408215'],Irrelevant
80469,['5654284'],Irrelevant
80470,['4736700'],Irrelevant
80471,['3100574'],Irrelevant
80472,['5161481'],Irrelevant
80473,['6726717'],Irrelevant
80474,['6555269'],Irrelevant
80475,['3822968'],Irrelevant
80476,['7337458'],Irrelevant
80477,['6826140'],Irrelevant
80478,['7215636'],Irrelevant
80479,['7146967'],Irrelevant
80480,['7078550'],Irrelevant
80481,['6584520'],Irrelevant
80482,['6121673'],Irrelevant
80483,['8391172'],Irrelevant
80484,['5217390'],Irrelevant
80485,['5638828'],Irrelevant
80486,['7449396'],Irrelevant
80487,['6451847'],Irrelevant
80488,['2167119'],Irrelevant
80489,['7097609'],Irrelevant
80490,['4271504'],Irrelevant
80491,['3822285'],Irrelevant
80492,['7405893'],Irrelevant
80493,['6441794'],Irrelevant
80494,['5120551'],Irrelevant
80495,['5846669'],Irrelevant
80496,['7009982'],Irrelevant
80497,['7566214'],Irrelevant
80498,['2799065'],Irrelevant
80499,['7180475'],Irrelevant
80500,['7940651'],Irrelevant
80501,['5148907'],Irrelevant
80502,['8158159'],Irrelevant
80503,['2837219'],Irrelevant
80504,['5358789'],Irrelevant
80505,['4836681'],Irrelevant
80506,['3464172'],Irrelevant
80507,['7053458'],Irrelevant
80508,['6162413'],Irrelevant
80509,['3815920'],Irrelevant
80510,['7461714'],Irrelevant
80511,['5771049'],Irrelevant
80512,['3037915'],Irrelevant
80513,['6473445'],Irrelevant
80514,['4801899'],Irrelevant
80515,['6857900'],Irrelevant
80516,['8447131'],Irrelevant
80517,['3960629'],Irrelevant
80518,['5648217'],Irrelevant
80519,['5348533'],Irrelevant
80520,['4448752'],Irrelevant
80521,['3712067'],Irrelevant
80522,['5870690'],Irrelevant
80523,['6378640'],Irrelevant
80524,['6408698'],Irrelevant
80525,['6494879'],Irrelevant
80526,['6548503'],Irrelevant
80527,['5574599'],Irrelevant
80528,['3699421'],Irrelevant
80529,['5440852'],Irrelevant
80530,['4931751'],Irrelevant
80531,['5061481'],Irrelevant
80532,['7314518'],Irrelevant
80533,['5501523'],Irrelevant
80534,['7422489'],Irrelevant
80535,['8510120'],Irrelevant
80536,['8130314'],Irrelevant
80537,['7438394'],Irrelevant
80538,['5787914'],Irrelevant
80539,['3715250'],Irrelevant
80540,['7077316'],Irrelevant
80541,['7552736'],Irrelevant
80542,['7076862'],Irrelevant
80543,['5587622'],Irrelevant
80544,['6400384'],Irrelevant
80545,['7412180'],Irrelevant
80546,['4695083'],Irrelevant
80547,['7785440'],Irrelevant
80548,['6307271'],Irrelevant
80549,['7819989'],Irrelevant
80550,['8067874'],Irrelevant
80551,['4637400'],Irrelevant
80552,['7772675'],Irrelevant
80553,['1474279'],Irrelevant
80554,['7366455'],Irrelevant
80555,['7699552'],Irrelevant
80556,['8070384'],Irrelevant
80557,['5239812'],Irrelevant
80558,['7516471'],Irrelevant
80559,['7123538'],Irrelevant
80560,['5086090'],Irrelevant
80561,['5914107'],Irrelevant
80562,['7071449'],Irrelevant
80563,['6610747'],Irrelevant
80564,['4867760'],Irrelevant
80565,['3257691'],Irrelevant
80566,['3411167'],Irrelevant
80567,['6206407'],Irrelevant
80568,['5684597'],Irrelevant
80569,['4490530'],Irrelevant
80570,['8339797'],Irrelevant
80571,['7863044'],Irrelevant
80572,['7896450'],Irrelevant
80573,['5029863'],Irrelevant
80574,['4855978'],Irrelevant
80575,['7221068'],Irrelevant
80576,['8305882'],Irrelevant
80577,['4623521'],Irrelevant
80578,['6361776'],Irrelevant
80579,['7146449'],Irrelevant
80580,['7498094'],Irrelevant
80581,['4706937'],Irrelevant
80582,['5578604'],Irrelevant
80583,['4825989'],Irrelevant
80584,['6079177'],Irrelevant
80585,['3596355'],Irrelevant
80586,['2881863'],Irrelevant
80587,['6651714'],Irrelevant
80588,['6389688'],Irrelevant
80589,['6981193'],Irrelevant
80590,['4594024'],Irrelevant
80591,['7177728'],Irrelevant
80592,['8399364'],Irrelevant
80593,['5995915'],Irrelevant
80594,['7971479'],Irrelevant
80595,['8320726'],Irrelevant
80596,['7934064'],Irrelevant
80597,['8213389'],Irrelevant
80598,['6289570'],Irrelevant
80599,['7150704'],Irrelevant
80600,['7587575'],Irrelevant
80601,['4028098'],Irrelevant
80602,['4512711'],Irrelevant
80603,['6892921'],Irrelevant
80604,['8317481'],Irrelevant
80605,['6113382'],Irrelevant
80606,['7719900'],Irrelevant
80607,['7795434'],Irrelevant
80608,['6912726'],Irrelevant
80609,['7033252'],Irrelevant
80610,['6706471'],Irrelevant
80611,['5987176'],Irrelevant
80612,['4958671'],Irrelevant
80613,['3134095'],Irrelevant
80614,['7676924'],Irrelevant
80615,['6920818'],Irrelevant
80616,['7353226'],Irrelevant
80617,['4888730'],Irrelevant
80618,['5883479'],Irrelevant
80619,['5766586'],Irrelevant
80620,['5586949'],Irrelevant
80621,['4241933'],Irrelevant
80622,['4743974'],Irrelevant
80623,['5391321'],Irrelevant
80624,['2794535'],Irrelevant
80625,['5892949'],Irrelevant
80626,['8441485'],Irrelevant
80627,['6194354'],Irrelevant
80628,['7906185'],Irrelevant
80629,['7017114'],Irrelevant
80630,['2829058'],Irrelevant
80631,['5061925'],Irrelevant
80632,['8002192'],Irrelevant
80633,['3670519'],Irrelevant
80634,['5352841'],Irrelevant
80635,['3467939'],Irrelevant
80636,['7712566'],Irrelevant
80637,['4161868'],Irrelevant
80638,['6068321'],Irrelevant
80639,['5618099'],Irrelevant
80640,['6368510'],Irrelevant
80641,['2815793'],Irrelevant
80642,['4941948'],Irrelevant
80643,['8499526'],Irrelevant
80644,['8268974'],Irrelevant
80645,['7893535'],Irrelevant
80646,['7174064'],Irrelevant
80647,['6655440'],Irrelevant
80648,['7191237'],Irrelevant
80649,['6044898'],Irrelevant
80650,['3942275'],Irrelevant
80651,['4330527'],Irrelevant
80652,['7490257'],Irrelevant
80653,['5644005'],Irrelevant
80654,['4231383'],Irrelevant
80655,['7466190'],Irrelevant
80656,['6538192'],Irrelevant
80657,['6526151'],Irrelevant
80658,['8270734'],Irrelevant
80659,['8151560'],Irrelevant
80660,['4136729'],Irrelevant
80661,['7934282'],Irrelevant
80662,['4587406'],Irrelevant
80663,['7138565'],Irrelevant
80664,['7226000'],Irrelevant
80665,['7657953'],Irrelevant
80666,['7097180'],Irrelevant
80667,['4814577'],Irrelevant
80668,['8415439'],Irrelevant
80669,['7398005'],Irrelevant
80670,['7494852'],Irrelevant
80671,['7390343'],Irrelevant
80672,['2877097'],Irrelevant
80673,['7671309'],Irrelevant
80674,['6258839'],Irrelevant
80675,['7792613'],Irrelevant
80676,['4822647'],Irrelevant
80677,['4415970'],Irrelevant
80678,['4317176'],Irrelevant
80679,['5698767'],Irrelevant
80680,['7665510'],Irrelevant
80681,['2632610'],Irrelevant
80682,['4961374'],Irrelevant
80683,['5719189'],Irrelevant
80684,['6687722'],Irrelevant
80685,['4439163'],Irrelevant
80686,['7095397'],Irrelevant
80687,['7996158'],Irrelevant
80688,['6480141'],Irrelevant
80689,['4999816'],Irrelevant
80690,['4407946'],Irrelevant
80691,['5100877'],Irrelevant
80692,['7063572'],Irrelevant
80693,['6298973'],Irrelevant
80694,['7715466'],Irrelevant
80695,['4870303'],Irrelevant
80696,['3867440'],Irrelevant
80697,['7554340'],Irrelevant
80698,['5756018'],Irrelevant
80699,['7149496'],Irrelevant
80700,['4382154'],Irrelevant
80701,['6943409'],Irrelevant
80702,['7465562'],Irrelevant
80703,['7905455'],Irrelevant
80704,['7697840'],Irrelevant
80705,['5012655'],Irrelevant
80706,['3447928'],Irrelevant
80707,['6130650'],Irrelevant
80708,['6076895'],Irrelevant
80709,['8173513'],Irrelevant
80710,['7223380'],Irrelevant
80711,['7084836'],Irrelevant
80712,['5857357'],Irrelevant
80713,['7016232'],Irrelevant
80714,['5725529'],Irrelevant
80715,['7153445'],Irrelevant
80716,['5955138'],Irrelevant
80717,['5003802'],Irrelevant
80718,['7337502'],Irrelevant
80719,['6041399'],Irrelevant
80720,['6958370'],Irrelevant
80721,['4393102'],Irrelevant
80722,['5411076'],Irrelevant
80723,['5504226'],Irrelevant
80724,['7760122'],Irrelevant
80725,['2949399'],Irrelevant
80726,['7150844'],Irrelevant
80727,['3742594'],Irrelevant
80728,['4476156'],Irrelevant
80729,['6321522'],Irrelevant
80730,['5563033'],Irrelevant
80731,['7436046'],Irrelevant
80732,['4596833'],Irrelevant
80733,['6823380'],Irrelevant
80734,['7802551'],Irrelevant
80735,['7435888'],Irrelevant
80736,['6526565'],Irrelevant
80737,['7659141'],Irrelevant
80738,['6719428'],Irrelevant
80739,['5589666'],Irrelevant
80740,['4899451'],Irrelevant
80741,['6983044'],Irrelevant
80742,['4641960'],Irrelevant
80743,['7149776'],Irrelevant
80744,['4529298'],Irrelevant
80745,['2587915'],Irrelevant
80746,['4094914'],Irrelevant
80747,['7135367'],Irrelevant
80748,['7151127'],Irrelevant
80749,['7411864'],Irrelevant
80750,['7238282'],Irrelevant
80751,['5244617'],Irrelevant
80752,['6767091'],Irrelevant
80753,['8467289'],Irrelevant
80754,['6045415'],Irrelevant
80755,['7084870'],Irrelevant
80756,['6719942'],Irrelevant
80757,['7150097'],Irrelevant
80758,['6861933'],Irrelevant
80759,['6714218'],Irrelevant
80760,['7267733'],Irrelevant
80761,['4630928'],Irrelevant
80762,['6325746'],Irrelevant
80763,['7195146'],Irrelevant
80764,['3654247'],Irrelevant
80765,['7430540'],Irrelevant
80766,['3073002'],Irrelevant
80767,['8261196'],Irrelevant
80768,['7720234'],Irrelevant
80769,['5457081'],Irrelevant
80770,['6144955'],Irrelevant
80771,['4237405'],Irrelevant
80772,['7385191'],Irrelevant
80773,['7838779'],Irrelevant
80774,['6238783'],Irrelevant
80775,['7834345'],Irrelevant
80776,['7102211'],Irrelevant
80777,['4786431'],Irrelevant
80778,['5579928'],Irrelevant
80779,['7923026'],Irrelevant
80780,['3738958'],Irrelevant
80781,['6768052'],Irrelevant
80782,['8066069'],Irrelevant
80783,['6048657'],Irrelevant
80784,['7904115'],Irrelevant
80785,['4839737'],Irrelevant
80786,['4680884'],Irrelevant
80787,['2270292'],Irrelevant
80788,['4763209'],Irrelevant
80789,['4482586'],Irrelevant
80790,['7073244'],Irrelevant
80791,['7132731'],Irrelevant
80792,['6982129'],Irrelevant
80793,['6734154'],Irrelevant
80794,['4672924'],Irrelevant
80795,['8207582'],Irrelevant
80796,['4338634'],Irrelevant
80797,['7084138'],Irrelevant
80798,['8226044'],Irrelevant
80799,['4639605'],Irrelevant
80800,['6801776'],Irrelevant
80801,['7468443'],Irrelevant
80802,['4658047'],Irrelevant
80803,['6567131'],Irrelevant
80804,['6770796'],Irrelevant
80805,['7664667'],Irrelevant
80806,['7026081'],Irrelevant
80807,['6131499'],Irrelevant
80808,['7646495'],Irrelevant
80809,['4673867'],Irrelevant
80810,['6733458'],Irrelevant
80811,['8019042'],Irrelevant
80812,['7780023'],Irrelevant
80813,['7292879'],Irrelevant
80814,['8226918'],Irrelevant
80815,['3236360'],Irrelevant
80816,['2855437'],Irrelevant
80817,['6916654'],Irrelevant
80818,['3483063'],Irrelevant
80819,['3265525'],Irrelevant
80820,['7797530'],Irrelevant
80821,['4643248'],Irrelevant
80822,['7751432'],Irrelevant
80823,['4542192'],Irrelevant
80824,['7352133'],Irrelevant
80825,['6396540'],Irrelevant
80826,['5240945'],Irrelevant
80827,['7290780'],Irrelevant
80828,['8160853'],Irrelevant
80829,['4533164'],Irrelevant
80830,['3294558'],Irrelevant
80831,['5603577'],Irrelevant
80832,['4077059'],Irrelevant
80833,['7758256'],Irrelevant
80834,['7132401'],Irrelevant
80835,['6240207'],Irrelevant
80836,['4632020'],Irrelevant
80837,['7360731'],Irrelevant
80838,['5883106'],Irrelevant
80839,['8269573'],Irrelevant
80840,['7289012'],Irrelevant
80841,['4892660'],Irrelevant
80842,['6290022'],Irrelevant
80843,['6070896'],Irrelevant
80844,['3039967'],Irrelevant
80845,['7185641'],Irrelevant
80846,['6784416'],Irrelevant
80847,['4611043'],Irrelevant
80848,['7244848'],Irrelevant
80849,['7353243'],Irrelevant
80850,['6126448'],Irrelevant
80851,['6364101'],Irrelevant
80852,['8401000'],Irrelevant
80853,['3896427'],Irrelevant
80854,['7366221'],Irrelevant
80855,['6961935'],Irrelevant
80856,['3632531'],Irrelevant
80857,['8043746'],Irrelevant
80858,['8442307'],Irrelevant
80859,['7551870'],Irrelevant
80860,['3371796'],Irrelevant
80861,['3176439'],Irrelevant
80862,['7397926'],Irrelevant
80863,['5618555'],Irrelevant
80864,['5004855'],Irrelevant
80865,['6904299'],Irrelevant
80866,['7109256'],Irrelevant
80867,['8398172'],Irrelevant
80868,['3770570'],Irrelevant
80869,['5956922'],Irrelevant
80870,['7542370'],Irrelevant
80871,['8464889'],Irrelevant
80872,['3379839'],Irrelevant
80873,['7168669'],Irrelevant
80874,['6418094'],Irrelevant
80875,['4928779'],Irrelevant
80876,['3795065'],Irrelevant
80877,['5403892'],Irrelevant
80878,['6889265'],Irrelevant
80879,['6756537'],Irrelevant
80880,['3395561'],Irrelevant
80881,['3224358'],Irrelevant
80882,['6702752'],Irrelevant
80883,['3709269'],Irrelevant
80884,['7509187'],Irrelevant
80885,['3705494'],Irrelevant
80886,['3637041'],Irrelevant
80887,['5874718'],Irrelevant
80888,['4852027'],Irrelevant
80889,['5572844'],Irrelevant
80890,['3661467'],Irrelevant
80891,['4213566'],Irrelevant
80892,['7003502'],Irrelevant
80893,['5634737'],Irrelevant
80894,['6225294'],Irrelevant
80895,['6058090'],Irrelevant
80896,['7428676'],Irrelevant
80897,['6696208'],Irrelevant
80898,['7291860'],Irrelevant
80899,['6526389'],Irrelevant
80900,['5220466'],Irrelevant
80901,['7278979'],Irrelevant
80902,['6325734'],Irrelevant
80903,['2912664'],Irrelevant
80904,['4296219'],Irrelevant
80905,['7708210'],Irrelevant
80906,['6180192'],Irrelevant
80907,['6826121'],Irrelevant
80908,['7970221'],Irrelevant
80909,['6138760'],Irrelevant
80910,['5206262'],Irrelevant
80911,['2880604'],Irrelevant
80912,['7955103'],Irrelevant
80913,['7143946'],Irrelevant
80914,['6150400'],Irrelevant
80915,['4357966'],Irrelevant
80916,['3440334'],Irrelevant
80917,['5249102'],Irrelevant
80918,['6520578'],Irrelevant
80919,['7945253'],Irrelevant
80920,['8002829'],Irrelevant
80921,['5004339'],Irrelevant
80922,['7464166'],Irrelevant
80923,['2935116'],Irrelevant
80924,['5336203'],Irrelevant
80925,['7543933'],Irrelevant
80926,['4453581'],Irrelevant
80927,['7995273'],Irrelevant
80928,['4094925'],Irrelevant
80929,['6943622'],Irrelevant
80930,['6416618'],Irrelevant
80931,['7537059'],Irrelevant
80932,['4532958'],Irrelevant
80933,['7550896'],Irrelevant
80934,['3538735'],Irrelevant
80935,['6685947'],Irrelevant
80936,['6963389'],Irrelevant
80937,['7177530'],Irrelevant
80938,['3652563'],Irrelevant
80939,['6271206'],Irrelevant
80940,['8328255'],Irrelevant
80941,['7402467'],Irrelevant
80942,['7695687'],Irrelevant
80943,['8268436'],Irrelevant
80944,['3852085'],Irrelevant
80945,['4720363'],Irrelevant
80946,['7169322'],Irrelevant
80947,['6826302'],Irrelevant
80948,['5341020'],Irrelevant
80949,['4936165'],Irrelevant
80950,['3494163'],Irrelevant
80951,['7078557'],Irrelevant
80952,['5154343'],Irrelevant
80953,['7210971'],Irrelevant
80954,['3025011'],Irrelevant
80955,['8237308'],Irrelevant
80956,['7920275'],Irrelevant
80957,['5466604'],Irrelevant
80958,['4074938'],Irrelevant
80959,['6453445'],Irrelevant
80960,['4860636'],Irrelevant
80961,['7758962'],Irrelevant
80962,['4217091'],Irrelevant
80963,['8310913'],Irrelevant
80964,['5308686'],Irrelevant
80965,['6262609'],Irrelevant
80966,['6160276'],Irrelevant
80967,['7997558'],Irrelevant
80968,['5561165'],Irrelevant
80969,['7707951'],Irrelevant
80970,['7372379'],Irrelevant
80971,['5622925'],Irrelevant
80972,['8001574'],Irrelevant
80973,['5901406'],Irrelevant
80974,['7404774'],Irrelevant
80975,['7694122'],Irrelevant
80976,['6508521'],Irrelevant
80977,['3135360'],Irrelevant
80978,['5444613'],Irrelevant
80979,['6256162'],Irrelevant
80980,['7331996'],Irrelevant
80981,['4517001'],Irrelevant
80982,['6767652'],Irrelevant
80983,['7848799'],Irrelevant
80984,['6836214'],Irrelevant
80985,['3504104'],Irrelevant
80986,['7169340'],Irrelevant
80987,['5175268'],Irrelevant
80988,['5168459'],Irrelevant
80989,['5081361'],Irrelevant
80990,['4214790'],Irrelevant
80991,['4906345'],Irrelevant
80992,['4038843'],Irrelevant
80993,['3503881'],Irrelevant
80994,['6615188'],Irrelevant
80995,['3575345'],Irrelevant
80996,['7123740'],Irrelevant
80997,['6650749'],Irrelevant
80998,['6558209'],Irrelevant
80999,['8027018'],Irrelevant
81000,['6724289'],Irrelevant
81001,['3987014'],Irrelevant
81002,['5709425'],Irrelevant
81003,['8308196'],Irrelevant
81004,['6708665'],Irrelevant
81005,['8271923'],Irrelevant
81006,['7039004'],Irrelevant
81007,['6200889'],Irrelevant
81008,['5983673'],Irrelevant
81009,['3583476'],Irrelevant
81010,['4195378'],Irrelevant
81011,['7651737'],Irrelevant
81012,['5949706'],Irrelevant
81013,['7697172'],Irrelevant
81014,['7922283'],Irrelevant
81015,['5823587'],Irrelevant
81016,['6751615'],Irrelevant
81017,['6224277'],Irrelevant
81018,['7541895'],Irrelevant
81019,['6315547'],Irrelevant
81020,['4097348'],Irrelevant
81021,['4881760'],Irrelevant
81022,['8438858'],Irrelevant
81023,['5949172'],Irrelevant
81024,['4016274'],Irrelevant
81025,['5840070'],Irrelevant
81026,['7428194'],Irrelevant
81027,['5755982'],Irrelevant
81028,['5917427'],Irrelevant
81029,['5173070'],Irrelevant
81030,['7403649'],Irrelevant
81031,['3840871'],Irrelevant
81032,['3657449'],Irrelevant
81033,['6152228'],Irrelevant
81034,['3910189'],Irrelevant
81035,['6961213'],Irrelevant
81036,['7582498'],Irrelevant
81037,['4550849'],Irrelevant
81038,['7460035'],Irrelevant
81039,['6086912'],Irrelevant
81040,['4897715'],Irrelevant
81041,['3542340'],Irrelevant
81042,['3998041'],Irrelevant
81043,['2743715'],Irrelevant
81044,['2754987'],Irrelevant
81045,['4535132'],Irrelevant
81046,['7659937'],Irrelevant
81047,['6031638'],Irrelevant
81048,['6174781'],Irrelevant
81049,['7283555'],Irrelevant
81050,['4246006'],Irrelevant
81051,['6907129'],Irrelevant
81052,['6413140'],Irrelevant
81053,['7737655'],Irrelevant
81054,['4494809'],Irrelevant
81055,['7246512'],Irrelevant
81056,['4210915'],Irrelevant
81057,['7922676'],Irrelevant
81058,['5199116'],Irrelevant
81059,['8032341'],Irrelevant
81060,['6412451'],Irrelevant
81061,['6879669'],Irrelevant
81062,['5147769'],Irrelevant
81063,['5703766'],Irrelevant
81064,['7981375'],Irrelevant
81065,['7091543'],Irrelevant
81066,['5535912'],Irrelevant
